id,cm_t0_p0,cm_t0_p1,cm_t0_p2,cm_t0_p3,cm_t1_p0,cm_t1_p1,cm_t1_p2,cm_t1_p3,cm_t2_p0,cm_t2_p1,cm_t2_p2,cm_t2_p3,cm_t3_p0,cm_t3_p1,cm_t3_p2,cm_t3_p3
ROI_0001__20190212T142031_20190212T143214_T19FDF,179992,0,0,0,0,0,0,0,82152,0,0,0,0,0,0,0
ROI_0001__20190304T142031_20190304T142654_T19FDF,12565,0,271,0,35203,0,4498,0,1,0,0,0,209606,0,0,0
ROI_0001__20190316T141049_20190316T142437_T19FDF,69636,200,0,7954,22423,26444,0,90056,0,0,0,0,27692,0,0,17739
ROI_0001__20190525T141059_20190525T142053_T19FDF,89579,9080,0,13192,7264,35687,0,22029,29046,18745,0,10806,21815,0,0,4901
ROI_0001__20200308T141731_20200308T143551_T19FDF,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0010__20190125T112341_20190125T112624_T28QFG,241882,0,0,36,0,0,0,0,20226,0,0,0,0,0,0,0
ROI_0010__20190724T112121_20190724T113118_T28QFG,0,0,0,72358,0,106,0,73832,0,0,0,66028,0,0,0,49820
ROI_0010__20190813T112121_20190813T113228_T28QFG,33634,0,16722,0,81150,0,67019,0,0,0,0,0,50264,0,13355,0
ROI_0010__20190907T112119_20190907T112853_T28QFG,234076,25621,2413,34,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0010__20190922T112111_20190922T113547_T28QFG,0,550,2513,0,0,45944,197101,0,0,0,0,0,0,0,16036,0
ROI_0011__20190130T103251_20190130T104108_T31REP,673,108432,5,356,101,8473,0,0,38,90218,0,1758,0,42419,0,9671
ROI_0011__20190306T103019_20190306T103540_T31REP,262093,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0011__20190318T102021_20190318T102646_T31REP,324,33444,0,38685,0,55504,0,28766,0,36405,0,25062,0,0,0,43954
ROI_0011__20190517T102031_20190517T102508_T31REP,132996,72122,9680,458,6807,0,21,0,31344,652,1769,158,5016,264,0,857
ROI_0011__20190830T102029_20190830T102552_T31REP,64670,30452,0,2055,0,9664,0,0,12673,90085,0,0,17375,30476,0,4694
ROI_0032__20190315T032531_20190315T033351_T49TFH,52957,62844,0,26394,0,0,0,0,945,107936,0,1085,5339,2017,0,2627
ROI_0032__20190330T032539_20190330T033305_T49TFH,34864,8,102007,11,13400,15477,29176,63,0,0,0,0,56823,3,8119,2193
ROI_0032__20190713T032541_20190713T033534_T49TFH,63959,20904,52157,1271,5449,65821,1362,1300,0,0,0,0,23058,2134,690,24039
ROI_0032__20190817T032539_20190817T033403_T49TFH,160143,0,2173,290,36410,2280,17505,347,0,0,0,0,41531,0,537,928
ROI_0032__20191110T032951_20191110T033139_T49TFH,89942,0,0,172202,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0044__20190327T100029_20190327T101005_T32QMM,37032,515,0,0,92770,580,4043,0,0,0,0,0,127204,0,0,0
ROI_0044__20190526T100039_20190526T100712_T32QMM,8110,893,4004,0,67852,42411,61780,457,0,0,0,0,60967,55,9385,6230
ROI_0044__20190908T100031_20190908T100836_T32QMM,0,0,3063,0,80874,0,122493,0,0,0,0,0,53473,0,2241,0
ROI_0044__20200106T100401_20200106T100404_T32QMM,75648,8370,178126,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0044__20200321T100029_20200321T100458_T32QMM,3970,5653,184336,9,0,14729,12579,0,0,0,0,0,31411,331,8172,954
ROI_0064__20181217T015619_20181217T020219_T51JVH,83647,32,20400,0,35763,2314,69516,0,0,0,0,0,44781,0,5691,0
ROI_0064__20190317T015619_20190317T020354_T51JVH,0,58514,0,23696,0,0,0,0,0,119622,0,60312,0,0,0,0
ROI_0064__20190615T015629_20190615T020446_T51JVH,154146,3672,4644,0,1909,72668,1,0,11311,12623,35,0,638,348,149,0
ROI_0064__20190622T014709_20190622T015123_T51JVH,192907,1119,68118,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0064__20191102T015619_20191102T020403_T51JVH,90234,16193,11896,2358,10603,71484,7606,2076,0,0,0,0,20220,4037,1423,24014
ROI_0065__20190101T142749_20190101T143756_T19HCA,180110,310,72196,9528,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0065__20190116T142751_20190116T143701_T19HCA,138029,1553,30787,817,7384,17118,5241,8848,6938,960,1306,8316,30371,1933,979,1564
ROI_0065__20190404T143759_20190404T144906_T19HCA,962,1216,226218,11,4600,8773,7904,0,0,0,0,0,5896,390,6064,110
ROI_0065__20200129T143659_20200129T144449_T19HCA,7801,23153,0,1409,77,168338,16,5108,0,0,0,0,5162,27287,0,23793
ROI_0065__20200410T142731_20200410T143742_T19HCA,34345,67449,1828,1366,17243,78087,0,6,0,0,0,0,36251,17097,0,8472
ROI_0069__20190516T151709_20190516T152114_T18LTM,72609,0,64938,0,56325,470,0,0,67763,0,39,0,0,0,0,0
ROI_0069__20190913T151709_20190913T152341_T18LTM,58735,1694,0,0,21938,178187,0,1590,0,0,0,0,0,0,0,0
ROI_0069__20200225T151701_20200225T152133_T18LTM,1639,50,240105,1882,4580,3405,1980,1040,0,0,0,0,3422,291,2035,1715
ROI_0069__20200510T151659_20200510T152614_T18LTM,26182,0,235962,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0069__20200624T151711_20200624T151850_T18LTM,106869,1520,398,0,54305,96724,578,1750,0,0,0,0,0,0,0,0
ROI_0079__20190120T203751_20190120T203749_T08VMM,126729,69555,58494,0,0,7366,0,0,0,0,0,0,0,0,0,0
ROI_0079__20190624T202849_20190624T203750_T08VMM,1707,13655,74,409,13259,109779,50867,12743,0,0,4457,0,21660,21088,736,11710
ROI_0079__20190706T201851_20190706T202346_T08VMM,81429,7048,80599,8217,9221,12121,23622,11545,0,0,0,0,13081,0,5063,10198
ROI_0079__20200630T201851_20200630T202618_T08VMM,62251,11623,624,0,33625,78529,0,0,3669,4061,0,0,41221,24179,2362,0
ROI_0079__20200725T201849_20200725T202524_T08VMM,6123,4727,327,3528,85102,655,4371,121804,0,0,0,0,6569,0,100,28838
ROI_0085__20190623T182921_20190623T183717_T11TPJ,64674,3722,7102,1171,51542,42890,37787,15511,0,0,0,0,25979,40,2413,9313
ROI_0085__20190822T182921_20190822T183216_T11TPJ,111598,4993,8629,0,17700,66505,3135,25,0,0,0,0,46645,2180,709,25
ROI_0085__20190911T182921_20190911T183249_T11TPJ,57777,3907,393,0,59228,96278,89,0,0,0,0,0,36742,7730,0,0
ROI_0085__20200602T182919_20200602T183556_T11TPJ,243117,0,19027,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0085__20200707T182921_20200707T183250_T11TPJ,199876,10,1,0,23479,14155,0,146,0,0,0,0,24301,27,0,149
ROI_0106__20190509T152649_20190509T152958_T18LTN,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0106__20191220T152631_20191220T153056_T18LTN,74872,0,1786,0,52087,5198,92527,0,0,0,0,0,35045,0,629,0
ROI_0106__20200304T152639_20200304T153356_T18LTN,199764,2,0,0,38767,2188,0,0,0,0,0,0,21392,31,0,0
ROI_0106__20200612T152639_20200612T153318_T18LTN,176124,1884,0,474,14801,64432,0,4245,0,0,0,0,184,0,0,0
ROI_0106__20200617T152651_20200617T152645_T18LTN,54604,2465,0,0,37919,160056,7100,0,0,0,0,0,0,0,0,0
ROI_0120__20190302T045721_20190302T050545_T45TXE,1603,0,260541,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0120__20190829T045701_20190829T045729_T45TXE,6402,87,167037,0,986,76,14356,1,2072,0,48196,0,22608,12,311,0
ROI_0120__20191008T045701_20191008T050028_T45TXE,14940,0,2188,0,163323,0,42442,0,21653,0,138,0,17045,0,415,0
ROI_0120__20191020T044819_20191020T044922_T45TXE,1068,0,104968,0,8616,0,6170,0,2937,4815,119932,0,7463,0,1833,4342
ROI_0120__20191219T045209_20191219T045214_T45TXE,262121,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0141__20181226T141039_20181226T142041_T19FDE,261467,636,41,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0141__20190316T141049_20190316T142437_T19FDE,191269,0,31,7267,0,0,0,0,31043,0,1452,24536,6546,0,0,0
ROI_0141__20190420T141051_20190420T142048_T19FDE,55368,0,263,0,140742,0,25898,0,0,0,0,0,39504,0,369,0
ROI_0141__20191126T141051_20191126T142045_T19FDE,10186,46,0,6385,6163,3052,0,1700,158980,22,0,36875,36649,0,0,2086
ROI_0141__20200419T141039_20200419T142040_T19FDE,161323,379,411,0,0,0,0,0,95367,0,4664,0,0,0,0,0
ROI_0153__20190405T141049_20190405T142048_T20JPM,128604,0,0,28122,0,0,0,21199,7669,0,0,76550,0,0,0,0
ROI_0153__20190709T141051_20190709T141051_T20JPM,20006,0,0,99976,0,0,0,11400,31652,0,0,99110,0,0,0,0
ROI_0153__20191201T141039_20191201T142051_T20JPM,217499,6,7896,320,31160,0,0,5263,0,0,0,0,0,0,0,0
ROI_0153__20200411T140051_20200411T140833_T20JPM,262028,2,0,114,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0153__20200628T141049_20200628T141048_T20JPM,0,0,0,37187,0,0,0,109061,0,0,0,115896,0,0,0,0
