epoch,step,test/mIoU,train/loss,val/loss,val/mIoU
42,2449,,0.25026142597198486,,
42,2459,,0.5732956528663635,,
42,2469,,0.29218947887420654,,
42,2479,,0.5347468256950378,,
42,2489,,0.019828960299491882,,
42,2493,,,0.7411199808120728,0.3679273724555969
43,2499,,0.04789884760975838,,
43,2509,,0.20421576499938965,,
43,2519,,0.28119659423828125,,
43,2529,,0.2706063985824585,,
43,2539,,0.22016647458076477,,
43,2549,,0.031053774058818817,,
43,2551,,,0.6871227622032166,0.3513045310974121
44,2559,,0.049037475138902664,,
44,2569,,0.08858690410852432,,
44,2579,,0.6576755046844482,,
44,2589,,0.15174658596515656,,
44,2599,,0.39637356996536255,,
44,2609,,0.10906821489334106,,
44,2609,,,0.6543628573417664,0.3653016686439514
45,2619,,0.18524383008480072,,
45,2629,,0.2674224376678467,,
45,2639,,0.31197497248649597,,
45,2649,,0.14359599351882935,,
45,2659,,0.7327439785003662,,
45,2667,,,0.6782830953598022,0.36965566873550415
46,2669,,0.08141874521970749,,
46,2679,,0.12086907029151917,,
46,2689,,0.017532210797071457,,
46,2699,,0.3680592179298401,,
46,2709,,0.35568222403526306,,
46,2719,,0.47114092111587524,,
46,2725,,,0.684623658657074,0.3541417717933655
47,2729,,0.3260253369808197,,
47,2739,,0.1458483785390854,,
47,2749,,0.44369086623191833,,
47,2759,,0.19513294100761414,,
47,2769,,0.4811076819896698,,
47,2779,,0.5410903096199036,,
47,2783,,,0.738774836063385,0.33815112709999084
48,2789,,0.33910006284713745,,
48,2799,,0.5827035307884216,,
48,2809,,0.16152265667915344,,
48,2819,,0.24683097004890442,,
48,2829,,0.40695756673812866,,
48,2839,,0.26514971256256104,,
48,2841,,,0.7096584439277649,0.35775989294052124
49,2849,,0.09536115825176239,,
49,2859,,0.7679771184921265,,
49,2869,,0.33326613903045654,,
49,2879,,0.31694626808166504,,
49,2889,,0.5822129845619202,,
49,2899,,0.5138590335845947,,
49,2899,,,0.7363725304603577,0.3361639380455017
50,2900,0.39057108759880066,,,
