id,miou,pixel_acc,iou_clear,iou_thick_cloud,iou_thin_cloud,iou_cloud_shadow
ROI_0001__20190212T142031_20190212T143214_T19FDF,0.09029564223195592,0.2675285339355469,0.0,0.0,0.2708869266958678,
ROI_0001__20190304T142031_20190304T142654_T19FDF,0.21043481153356217,0.6548957824707031,0.0,0.08975153463899445,0.0,0.7519877114952542
ROI_0001__20190316T141049_20190316T142437_T19FDF,0.1732666150733253,0.3147735595703125,0.0,0.35283164017283897,0.0,0.3402348201204623
ROI_0001__20190525T141059_20190525T142053_T19FDF,0.20779834018160576,0.3627662658691406,0.0,0.6549489395129615,0.17624442121346146,0.0
ROI_0001__20200308T141731_20200308T143551_T19FDF,0.0,0.0,0.0,,0.0,
ROI_0010__20190125T112341_20190125T112624_T28QFG,0.03564646170027565,0.10276412963867188,0.027798215953902496,0.0,0.07914116914692444,
ROI_0010__20190724T112121_20190724T113118_T28QFG,0.0877757202618569,0.22732162475585938,0.0,0.06263929281004348,0.2884635882373841,0.0
ROI_0010__20190813T112121_20190813T113228_T28QFG,0.03722319712542826,0.10195541381835938,0.0,0.14889278850171303,0.0,0.0
ROI_0010__20190907T112119_20190907T112853_T28QFG,0.2229639689127604,0.6688919067382812,0.6688919067382812,0.0,0.0,
ROI_0010__20190922T112111_20190922T113547_T28QFG,0.13418497185872216,0.4980278015136719,0.0,0.5367398874348887,0.0,0.0
ROI_0011__20190130T103251_20190130T104108_T31REP,0.09432029765896179,0.3464508056640625,0.0,0.028448823903369357,0.3488323667324778,0.0
ROI_0011__20190306T103019_20190306T103540_T31REP,0.1615269978841146,0.48458099365234375,0.48458099365234375,0.0,0.0,
ROI_0011__20190318T102021_20190318T102646_T31REP,0.1315661492384662,0.30228424072265625,0.0,0.3648654945328032,0.1613991024210616,0.0
ROI_0011__20190517T102031_20190517T102508_T31REP,0.032410323996954434,0.12795639038085938,0.0,0.0,0.12964129598781773,0.0
ROI_0011__20190830T102029_20190830T102552_T31REP,0.09732397173887208,0.3873786926269531,0.0,0.0,0.38929588695548833,0.0
ROI_0032__20190315T032531_20190315T033351_T49TFH,0.4142668614396454,0.7515602111816406,0.6088783228348372,,0.6339222614840989,0.0
ROI_0032__20190330T032539_20190330T033305_T49TFH,0.3185466180276789,0.6506500244140625,0.6936397968620036,0.39257809259965826,0.0,0.18796858264905392
ROI_0032__20190713T032541_20190713T033534_T49TFH,0.4578581174992781,0.7498779296875,0.7146325768381109,0.6439107336901839,0.0,0.47288915946881777
ROI_0032__20190817T032539_20190817T033403_T49TFH,0.2419436356960472,0.475799560546875,0.6301170819573702,0.3376574608268187,0.0,0.0
ROI_0032__20191110T032951_20191110T033139_T49TFH,0.31496556599934894,0.9448966979980469,0.9448966979980469,,0.0,0.0
ROI_0044__20190327T100029_20190327T101005_T32QMM,0.011806601835365018,0.02630615234375,0.0,0.047226407341460074,0.0,0.0
ROI_0044__20190526T100039_20190526T100712_T32QMM,0.06903581949836184,0.19130325317382812,0.0,0.27614327799344734,0.0,0.0
ROI_0044__20190908T100031_20190908T100836_T32QMM,0.05541255800464037,0.17492294311523438,0.0,0.2216502320185615,0.0,0.0
ROI_0044__20200106T100401_20200106T100404_T32QMM,0.09536107381184895,0.2860832214355469,0.2860832214355469,0.0,0.0,
ROI_0044__20200321T100029_20200321T100458_T32QMM,0.24305342679897968,0.5717239379882812,0.6896433521617956,0.28257035503412314,0.0,0.0
ROI_0064__20181217T015619_20181217T020219_T51JVH,0.006924561612133076,0.0115509033203125,0.0,0.027698246448532304,0.0,0.0
ROI_0064__20190317T015619_20190317T020354_T51JVH,0.22881993077049312,0.6861534118652344,0.0,0.0,0.6864597923114794,
ROI_0064__20190615T015629_20190615T020446_T51JVH,0.19570893204530812,0.3011436462402344,0.0,0.7253073606897653,0.05752836749146712,0.0
ROI_0064__20190622T014709_20190622T015123_T51JVH,0.0,0.0,0.0,,0.0,
ROI_0064__20191102T015619_20191102T020403_T51JVH,0.013602087851017228,0.019046783447265625,0.0,0.05440835140406891,0.0,0.0
ROI_0065__20190101T142749_20190101T143756_T19HCA,0.0,0.0,0.0,,0.0,
ROI_0065__20190116T142751_20190116T143701_T19HCA,0.13106547881253794,0.14737319946289062,0.0,0.4516929182686345,0.0725689969815172,0.0
ROI_0065__20190404T143759_20190404T144906_T19HCA,8.222911380509351e-05,2.6702880859375e-05,0.0,0.00032891645522037404,0.0,0.0
ROI_0065__20200129T143659_20200129T144449_T19HCA,0.03481571932446197,0.0699920654296875,0.0,0.0855010612834756,0.0,0.053761816014372306
ROI_0065__20200410T142731_20200410T143742_T19HCA,0.0004247910133101184,0.00061798095703125,0.0,0.0016991640532404736,0.0,0.0
ROI_0069__20190516T151709_20190516T152114_T18LTM,0.2725194305652661,0.3633842468261719,0.0,0.5704483137778891,0.24710997791790926,
ROI_0069__20190913T151709_20190913T152341_T18LTM,0.2653173855537476,0.6381912231445312,0.0,0.7959521566612429,0.0,
ROI_0069__20200225T151701_20200225T152133_T18LTM,0.19982390917497944,0.2619132995605469,0.24534627948587467,0.498866763801198,0.0,0.05508259341284515
ROI_0069__20200510T151659_20200510T152614_T18LTM,0.0007419586181640625,0.001483917236328125,0.001483917236328125,,0.0,
ROI_0069__20200624T151711_20200624T151850_T18LTM,0.21168407469627248,0.39800262451171875,0.0,0.6350522240888175,0.0,
ROI_0079__20190120T203751_20190120T203749_T08VMM,0.01317231846038022,0.02809906005859375,0.0,0.03951695538114066,0.0,
ROI_0079__20190624T202849_20190624T203750_T08VMM,0.07303333519540495,0.22759246826171875,0.0,0.26841542276462294,0.023717918016996867,0.0
ROI_0079__20190706T201851_20190706T202346_T08VMM,0.0402517101815698,0.060245513916015625,0.0,0.1610068407262792,0.0,0.0
ROI_0079__20200630T201851_20200630T202618_T08VMM,0.12036962137957057,0.3105964660644531,0.0,0.470344316484137,0.011134169034145295,0.0
ROI_0079__20200725T201849_20200725T202524_T08VMM,0.007176913080879257,0.02393341064453125,0.0,0.02870765232351703,0.0,0.0
ROI_0085__20190623T182921_20190623T183717_T11TPJ,0.09761371408371693,0.3876457214355469,0.0,0.3904548563348677,0.0,0.0
ROI_0085__20190822T182921_20190822T183216_T11TPJ,0.046587604766520324,0.06233978271484375,0.0,0.1863504190660813,0.0,0.0
ROI_0085__20190911T182921_20190911T183249_T11TPJ,0.11883879325895517,0.3317298889160156,0.0,0.4753551730358207,0.0,0.0
ROI_0085__20200602T182919_20200602T183556_T11TPJ,0.0,0.0,0.0,,0.0,
ROI_0085__20200707T182921_20200707T183250_T11TPJ,0.11555902948244232,0.06824111938476562,0.0,0.46223611792976926,0.0,0.0
ROI_0106__20190509T152649_20190509T152958_T18LTN,0.0,0.0,0.0,,0.0,
ROI_0106__20191220T152631_20191220T153056_T18LTN,0.0027612664087373236,0.0037384033203125,0.009222781705758042,0.001822283929191253,0.0,0.0
ROI_0106__20200304T152639_20200304T153356_T18LTN,0.1703607404924108,0.3138923645019531,0.3207305211302366,0.2821256469748349,0.0,0.07858679386457164
ROI_0106__20200612T152639_20200612T153318_T18LTN,0.14141037667204123,0.2087249755859375,0.0,0.564954276492738,0.0,0.0006872301954269168
ROI_0106__20200617T152651_20200617T152645_T18LTN,0.5724104486848481,0.9507904052734375,0.7758137754658223,0.9414175705887223,0.0,
ROI_0120__20190302T045721_20190302T050545_T45TXE,0.0,0.0,0.0,0.0,0.0,
ROI_0120__20190829T045701_20190829T045729_T45TXE,0.04804413316410013,0.1917572021484375,0.0,0.0,0.19217653265640053,0.0
ROI_0120__20191008T045701_20191008T050028_T45TXE,0.03731690680452608,0.13161468505859375,0.0,0.06108708189158016,0.08818054532652417,0.0
ROI_0120__20191020T044819_20191020T044922_T45TXE,0.15224203813482345,0.4937744140625,0.0,0.1185605293363041,0.4904076232029897,0.0
ROI_0120__20191219T045209_20191219T045214_T45TXE,0.0,0.0,0.0,,0.0,
ROI_0141__20181226T141039_20181226T142041_T19FDE,0.02762603759765625,0.0552520751953125,0.0552520751953125,,0.0,
ROI_0141__20190316T141049_20190316T142437_T19FDE,0.03851127980654443,0.1535797119140625,0.0,0.0,0.15404511922617772,0.0
ROI_0141__20190420T141051_20190420T142048_T19FDE,0.14331664310785366,0.4328575134277344,0.0,0.4826353602389516,0.0,0.09063121219246308
ROI_0141__20191126T141051_20191126T142045_T19FDE,0.2207459311885132,0.7526931762695312,0.0,0.13165368758589097,0.7513300371681619,0.0
