id,cm_t0_p0,cm_t0_p1,cm_t0_p2,cm_t0_p3,cm_t1_p0,cm_t1_p1,cm_t1_p2,cm_t1_p3,cm_t2_p0,cm_t2_p1,cm_t2_p2,cm_t2_p3,cm_t3_p0,cm_t3_p1,cm_t3_p2,cm_t3_p3
ROI_0001__20190212T142031_20190212T143214_T19FDF,137801,11541,30650,0,0,0,0,0,62328,1024,18689,111,0,0,0,0
ROI_0001__20190304T142031_20190304T142654_T19FDF,8194,2487,692,1463,5365,15403,18858,75,0,1,0,0,202384,6792,21,409
ROI_0001__20190316T141049_20190316T142437_T19FDF,73928,47,656,3159,29822,3596,73415,32090,0,0,0,0,40476,0,1163,3792
ROI_0001__20190525T141059_20190525T142053_T19FDF,4555,6248,101039,9,0,63049,1876,55,0,36143,22454,0,31,3615,18849,4221
ROI_0001__20200308T141731_20200308T143551_T19FDF,182034,18477,61633,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0010__20190125T112341_20190125T112624_T28QFG,0,2848,239070,0,0,0,0,0,0,3137,17089,0,0,0,0,0
ROI_0010__20190724T112121_20190724T113118_T28QFG,0,65400,6958,0,0,17687,56251,0,0,21612,44416,0,0,42192,7628,0
ROI_0010__20190813T112121_20190813T113228_T28QFG,0,7262,43094,0,0,417,147752,0,0,0,0,0,0,1087,62532,0
ROI_0010__20190907T112119_20190907T112853_T28QFG,26537,227044,8563,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0010__20190922T112111_20190922T113547_T28QFG,0,2085,978,0,0,47791,195231,23,0,0,0,0,0,12282,3754,0
ROI_0011__20190130T103251_20190130T104108_T31REP,0,1736,107730,0,0,106,8468,0,0,283,91731,0,0,44,52046,0
ROI_0011__20190306T103019_20190306T103540_T31REP,0,7545,254599,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0011__20190318T102021_20190318T102646_T31REP,0,9742,62301,410,0,59689,20154,4427,0,28710,32757,0,0,182,42418,1354
ROI_0011__20190517T102031_20190517T102508_T31REP,0,1348,213908,0,0,22,6806,0,0,598,33325,0,0,74,6063,0
ROI_0011__20190830T102029_20190830T102552_T31REP,0,6757,90420,0,0,9616,48,0,0,43815,58943,0,0,7893,44652,0
ROI_0032__20190315T032531_20190315T033351_T49TFH,0,107041,35154,0,0,0,0,0,0,41765,68201,0,0,9981,2,0
ROI_0032__20190330T032539_20190330T033305_T49TFH,0,23683,5684,107523,0,2877,45496,9743,0,0,0,0,0,2599,2623,61916
ROI_0032__20190713T032541_20190713T033534_T49TFH,11139,42755,2644,81753,0,10551,55539,7842,0,0,0,0,0,4343,336,45242
ROI_0032__20190817T032539_20190817T033403_T49TFH,36029,3854,6391,116332,52,16747,11818,27925,0,0,0,0,182,1850,596,40368
ROI_0032__20191110T032951_20191110T033139_T49TFH,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0044__20190327T100029_20190327T101005_T32QMM,0,34477,3070,0,0,1651,95742,0,0,0,0,0,0,94188,33016,0
ROI_0044__20190526T100039_20190526T100712_T32QMM,0,11124,1883,0,0,70681,99759,2060,0,0,0,0,0,45679,5247,25711
ROI_0044__20190908T100031_20190908T100836_T32QMM,0,1436,1627,0,0,35576,167789,2,0,0,0,0,0,15080,39850,784
ROI_0044__20200106T100401_20200106T100404_T32QMM,0,262056,88,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0044__20200321T100029_20200321T100458_T32QMM,1006,2178,190511,273,0,9420,17888,0,0,0,0,0,0,12615,13776,14477
ROI_0064__20181217T015619_20181217T020219_T51JVH,0,5567,98506,6,0,1349,106244,0,0,0,0,0,0,2090,47720,662
ROI_0064__20190317T015619_20190317T020354_T51JVH,0,1486,80724,0,0,0,0,0,0,621,179313,0,0,0,0,0
ROI_0064__20190615T015629_20190615T020446_T51JVH,109710,35169,1547,16036,55,17338,55752,1433,3538,11245,4129,5057,204,573,228,130
ROI_0064__20190622T014709_20190622T015123_T51JVH,0,215327,46817,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0064__20191102T015619_20191102T020403_T51JVH,5927,54805,4252,55697,0,17127,58466,16176,0,0,0,0,26,2687,884,46097
ROI_0065__20190101T142749_20190101T143756_T19HCA,136391,13442,112311,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0065__20190116T142751_20190116T143701_T19HCA,123830,1,47341,14,7565,3231,27390,405,0,0,17511,9,8032,0,26815,0
ROI_0065__20190404T143759_20190404T144906_T19HCA,134734,132,93178,363,3406,6067,9150,2654,0,0,0,0,3958,1632,3551,3319
ROI_0065__20200129T143659_20200129T144449_T19HCA,12185,8311,11785,82,2520,1701,168995,323,0,0,0,0,23239,11482,20703,818
ROI_0065__20200410T142731_20200410T143742_T19HCA,0,754,104234,0,0,1037,94299,0,0,0,0,0,0,8082,53738,0
ROI_0069__20190516T151709_20190516T152114_T18LTM,0,0,114383,23164,0,17565,38145,1085,0,1390,65673,739,0,0,0,0
ROI_0069__20190913T151709_20190913T152341_T18LTM,0,54472,5957,0,0,6767,194948,0,0,0,0,0,0,0,0,0
ROI_0069__20200225T151701_20200225T152133_T18LTM,243290,145,230,11,3055,2005,5383,562,0,0,0,0,4749,1775,422,517
ROI_0069__20200510T151659_20200510T152614_T18LTM,254510,0,551,7083,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0069__20200624T151711_20200624T151850_T18LTM,0,5119,12144,91524,0,1912,148733,2712,0,0,0,0,0,0,0,0
ROI_0079__20190120T203751_20190120T203749_T08VMM,7388,170123,77266,1,0,5651,1715,0,0,0,0,0,0,0,0,0
ROI_0079__20190624T202849_20190624T203750_T08VMM,0,14714,1127,4,0,109412,77013,223,0,4457,0,0,0,49097,4850,1247
ROI_0079__20190706T201851_20190706T202346_T08VMM,74508,27255,50096,25434,5532,17507,27429,6041,0,0,0,0,4067,9248,4111,10916
ROI_0079__20200630T201851_20200630T202618_T08VMM,4115,52253,10795,7335,0,18336,93801,17,0,1260,6470,0,6407,33593,21987,5775
ROI_0079__20200725T201849_20200725T202524_T08VMM,0,5347,9358,0,0,2643,209289,0,0,0,0,0,0,189,35318,0
ROI_0085__20190623T182921_20190623T183717_T11TPJ,0,64602,12067,0,0,23096,124634,0,0,0,0,0,0,18968,18777,0
ROI_0085__20190822T182921_20190822T183216_T11TPJ,100151,6712,16536,1821,1839,3441,79200,2885,0,0,0,0,21349,2924,4976,20310
ROI_0085__20190911T182921_20190911T183249_T11TPJ,28679,14813,14630,3955,2879,6181,146411,124,0,0,0,0,3717,15915,24241,599
ROI_0085__20200602T182919_20200602T183556_T11TPJ,64463,794,63283,133604,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0085__20200707T182921_20200707T183250_T11TPJ,194622,2177,785,2303,7201,25536,1252,3791,0,0,0,0,18553,2888,0,3036
