id,cm_t0_p0,cm_t0_p1,cm_t0_p2,cm_t0_p3,cm_t1_p0,cm_t1_p1,cm_t1_p2,cm_t1_p3,cm_t2_p0,cm_t2_p1,cm_t2_p2,cm_t2_p3,cm_t3_p0,cm_t3_p1,cm_t3_p2,cm_t3_p3
ROI_0001__20190212T142031_20190212T143214_T19FDF,81941,0,98051,0,0,0,0,0,29331,2,52819,0,0,0,0,0
ROI_0001__20190304T142031_20190304T142654_T19FDF,5877,195,4525,2239,1,174,34075,5451,0,0,1,0,44919,0,11984,152703
ROI_0001__20190316T141049_20190316T142437_T19FDF,42285,0,144,35361,2496,1906,55492,79029,0,0,0,0,16780,0,714,27937
ROI_0001__20190525T141059_20190525T142053_T19FDF,85225,0,16299,10327,139,0,16771,48070,1791,0,21665,35141,13451,0,0,13265
ROI_0001__20200308T141731_20200308T143551_T19FDF,18,0,262126,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0010__20190125T112341_20190125T112624_T28QFG,227865,0,14053,0,0,0,0,0,19098,0,1128,0,0,0,0,0
ROI_0010__20190724T112121_20190724T113118_T28QFG,0,669,71689,0,0,4058,69880,0,0,394,65634,0,0,0,49820,0
ROI_0010__20190813T112121_20190813T113228_T28QFG,11679,244,38433,0,2645,21,144321,1182,0,0,0,0,710,224,62519,166
ROI_0010__20190907T112119_20190907T112853_T28QFG,246622,0,15514,8,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0010__20190922T112111_20190922T113547_T28QFG,1,68,2994,0,10754,8,232026,257,0,0,0,0,8130,0,7828,78
ROI_0011__20190130T103251_20190130T104108_T31REP,0,3,109463,0,0,0,8574,0,0,0,92014,0,0,0,52090,0
ROI_0011__20190306T103019_20190306T103540_T31REP,201315,0,60829,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0011__20190318T102021_20190318T102646_T31REP,11989,10024,49689,751,0,56341,4986,22943,0,29807,23387,8273,0,0,21183,22771
ROI_0011__20190517T102031_20190517T102508_T31REP,0,0,214989,267,0,0,6828,0,0,0,33923,0,0,0,6137,0
ROI_0011__20190830T102029_20190830T102552_T31REP,0,2,97175,0,0,0,9664,0,0,0,102758,0,0,0,52545,0
ROI_0032__20190315T032531_20190315T033351_T49TFH,138394,0,3801,0,0,0,0,0,75368,0,34598,0,9983,0,0,0
ROI_0032__20190330T032539_20190330T033305_T49TFH,130610,747,3188,2345,6525,7776,39780,4035,0,0,0,0,12867,1808,3030,49433
ROI_0032__20190713T032541_20190713T033534_T49TFH,122320,5502,5175,5294,4571,11385,54452,3524,0,0,0,0,13194,1449,446,34832
ROI_0032__20190817T032539_20190817T033403_T49TFH,156914,1652,258,3782,13013,29498,523,13508,0,0,0,0,14054,2980,662,25300
ROI_0032__20191110T032951_20191110T033139_T49TFH,261399,0,745,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0044__20190327T100029_20190327T101005_T32QMM,0,1,37546,0,0,149,97244,0,0,0,0,0,0,94,127110,0
ROI_0044__20190526T100039_20190526T100712_T32QMM,0,1113,10982,912,0,330,168034,4136,0,0,0,0,0,204,33271,43162
ROI_0044__20190908T100031_20190908T100836_T32QMM,275,1269,1455,64,214,103549,98694,910,0,0,0,0,16,31450,2651,21597
ROI_0044__20200106T100401_20200106T100404_T32QMM,260800,0,1344,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0044__20200321T100029_20200321T100458_T32QMM,154716,2480,36750,22,10193,5563,8894,2658,0,0,0,0,2040,22745,14894,1189
ROI_0064__20181217T015619_20181217T020219_T51JVH,8308,15040,80479,252,147,4872,102541,33,0,0,0,0,0,10519,37260,2693
ROI_0064__20190317T015619_20190317T020354_T51JVH,0,0,82210,0,0,0,0,0,0,0,179408,526,0,0,0,0
ROI_0064__20190615T015629_20190615T020446_T51JVH,111051,17002,145,34264,38,23874,49637,1029,2107,13491,2073,6298,0,732,79,324
ROI_0064__20190622T014709_20190622T015123_T51JVH,3,0,185593,76548,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0064__20191102T015619_20191102T020403_T51JVH,20185,89639,895,9962,0,56720,32618,2431,0,0,0,0,70,20880,412,28332
ROI_0065__20190101T142749_20190101T143756_T19HCA,108790,0,153354,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0065__20190116T142751_20190116T143701_T19HCA,151968,3460,14294,1464,8124,16162,11765,2540,73,1984,13596,1867,13658,4938,15566,685
ROI_0065__20190404T143759_20190404T144906_T19HCA,106254,3,121969,181,1541,0,17617,2119,0,0,0,0,3237,0,5969,3254
ROI_0065__20200129T143659_20200129T144449_T19HCA,8629,22244,164,1326,17,153966,18533,1023,0,0,0,0,7107,36063,969,12103
ROI_0065__20200410T142731_20200410T143742_T19HCA,0,0,104847,141,0,47,95104,185,0,0,0,0,0,0,54547,7273
ROI_0069__20190516T151709_20190516T152114_T18LTM,0,6,62293,75248,0,40619,14825,1351,0,16461,50291,1050,0,0,0,0
ROI_0069__20190913T151709_20190913T152341_T18LTM,23485,164,34653,2127,0,1325,200367,23,0,0,0,0,0,0,0,0
ROI_0069__20200225T151701_20200225T152133_T18LTM,242865,25,440,346,1354,817,5891,2943,0,0,0,0,3182,1207,1346,1728
ROI_0069__20200510T151659_20200510T152614_T18LTM,107837,0,154307,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0069__20200624T151711_20200624T151850_T18LTM,1623,720,21268,85176,0,101,152310,946,0,0,0,0,0,0,0,0
ROI_0079__20190120T203751_20190120T203749_T08VMM,0,0,235499,19279,0,0,7366,0,0,0,0,0,0,0,0,0
