id,cm_t0_p0,cm_t0_p1,cm_t0_p2,cm_t0_p3,cm_t1_p0,cm_t1_p1,cm_t1_p2,cm_t1_p3,cm_t2_p0,cm_t2_p1,cm_t2_p2,cm_t2_p3,cm_t3_p0,cm_t3_p1,cm_t3_p2,cm_t3_p3
ROI_0001__20190212T142031_20190212T143214_T19FDF,128862,0,82,51048,0,0,0,0,57612,0,2186,22354,0,0,0,0
ROI_0001__20190304T142031_20190304T142654_T19FDF,0,0,2562,10274,0,0,25706,13995,0,0,1,0,0,0,3705,205901
ROI_0001__20190316T141049_20190316T142437_T19FDF,0,0,0,77790,0,19967,0,118956,0,0,0,0,0,0,0,45431
ROI_0001__20190525T141059_20190525T142053_T19FDF,89027,53,0,22771,45,189,0,64746,2164,0,0,56433,14834,0,0,11882
ROI_0001__20200308T141731_20200308T143551_T19FDF,260683,0,0,1461,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0010__20190125T112341_20190125T112624_T28QFG,239127,16,1534,1241,0,0,0,0,20076,127,23,0,0,0,0,0
ROI_0010__20190724T112121_20190724T113118_T28QFG,65943,0,0,6415,36298,0,0,37640,54111,0,0,11917,47448,0,0,2372
ROI_0010__20190813T112121_20190813T113228_T28QFG,45878,0,2429,2049,57137,1454,76897,12681,0,0,0,0,48734,0,7029,7856
ROI_0010__20190907T112119_20190907T112853_T28QFG,254452,125,31,7536,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0010__20190922T112111_20190922T113547_T28QFG,0,161,4,2898,0,105871,844,136330,0,0,0,0,0,6,233,15797
ROI_0011__20190130T103251_20190130T104108_T31REP,1216,425,107716,109,515,354,7705,0,1579,2317,88110,8,0,0,52090,0
ROI_0011__20190306T103019_20190306T103540_T31REP,262116,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0011__20190318T102021_20190318T102646_T31REP,70545,9,152,1747,5448,52386,0,26436,41237,8555,0,11675,22668,0,0,21286
ROI_0011__20190517T102031_20190517T102508_T31REP,0,137037,75037,3182,0,229,6599,0,0,3331,30575,17,0,45,6092,0
ROI_0011__20190830T102029_20190830T102552_T31REP,15847,44112,36698,520,0,9661,3,0,2242,96369,4043,104,0,30768,21777,0
ROI_0032__20190315T032531_20190315T033351_T49TFH,141708,0,2,485,0,0,0,0,109966,0,0,0,9983,0,0,0
ROI_0032__20190330T032539_20190330T033305_T49TFH,136840,0,0,50,40036,14284,0,3796,0,0,0,0,42630,0,2,24506
ROI_0032__20190713T032541_20190713T033534_T49TFH,136868,631,3,789,23417,47775,426,2314,0,0,0,0,24926,400,14,24581
ROI_0032__20190817T032539_20190817T033403_T49TFH,150686,0,0,11920,27833,1983,0,26726,0,0,0,0,8470,0,0,34526
ROI_0032__20191110T032951_20191110T033139_T49TFH,262087,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0044__20190327T100029_20190327T101005_T32QMM,0,0,611,36936,0,0,6973,90420,0,0,0,0,0,0,117,127087
ROI_0044__20190526T100039_20190526T100712_T32QMM,0,4,10,12993,0,20003,147,152350,0,0,0,0,0,0,86,76551
ROI_0044__20190908T100031_20190908T100836_T32QMM,0,0,0,3063,0,3775,34,199558,0,0,0,0,0,44,0,55670
ROI_0044__20200106T100401_20200106T100404_T32QMM,170858,89520,1380,386,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0044__20200321T100029_20200321T100458_T32QMM,168863,15106,1436,8563,7701,3713,0,15894,0,0,0,0,6793,1900,1510,30665
ROI_0064__20181217T015619_20181217T020219_T51JVH,1541,319,102219,0,67,36640,70886,0,0,0,0,0,0,249,50223,0
ROI_0064__20190317T015619_20190317T020354_T51JVH,0,33505,44804,3901,0,0,0,0,0,104560,50539,24835,0,0,0,0
ROI_0064__20190615T015629_20190615T020446_T51JVH,142,2276,14096,145948,0,59743,14632,203,0,6868,12415,4686,0,242,701,192
ROI_0064__20190622T014709_20190622T015123_T51JVH,3934,1479,220,256511,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0064__20191102T015619_20191102T020403_T51JVH,2153,308,97860,20360,0,35050,46112,10607,0,0,0,0,0,64,7417,42213
ROI_0065__20190101T142749_20190101T143756_T19HCA,297,0,261845,2,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0065__20190116T142751_20190116T143701_T19HCA,0,0,169556,1630,0,11850,18904,7837,0,0,11794,5726,0,95,33534,1218
ROI_0065__20190404T143759_20190404T144906_T19HCA,0,642,227576,189,0,4525,16107,645,0,0,0,0,0,201,10341,1918
ROI_0065__20200129T143659_20200129T144449_T19HCA,0,246,4394,27723,0,115042,17807,40690,0,0,0,0,0,1771,3543,50928
ROI_0065__20200410T142731_20200410T143742_T19HCA,0,2091,100785,2112,0,34024,58509,2803,0,0,0,0,0,551,45573,15696
ROI_0069__20190516T151709_20190516T152114_T18LTM,40080,0,0,97467,832,0,0,55963,14799,0,0,53003,0,0,0,0
ROI_0069__20190913T151709_20190913T152341_T18LTM,42168,1375,0,16886,925,155349,0,45441,0,0,0,0,0,0,0,0
ROI_0069__20200225T151701_20200225T152133_T18LTM,192155,0,19,51502,891,726,5472,3916,0,0,0,0,1775,72,1756,3860
ROI_0069__20200510T151659_20200510T152614_T18LTM,33231,101,3691,225121,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0069__20200624T151711_20200624T151850_T18LTM,45025,147,0,63615,8282,61351,0,83724,0,0,0,0,0,0,0,0
ROI_0079__20190120T203751_20190120T203749_T08VMM,0,78953,35730,140095,0,7366,0,0,0,0,0,0,0,0,0,0
ROI_0079__20190624T202849_20190624T203750_T08VMM,0,2034,135,13676,0,136996,0,49652,0,4428,0,29,0,4155,0,51039
ROI_0079__20190706T201851_20190706T202346_T08VMM,0,15,21623,155655,0,6587,17761,32161,0,0,0,0,0,0,710,27632
ROI_0079__20200630T201851_20200630T202618_T08VMM,0,11741,0,62757,0,74532,0,37622,0,6761,0,969,0,19856,0,47906
ROI_0079__20200725T201849_20200725T202524_T08VMM,0,12192,2505,8,0,156625,18915,36392,0,0,0,0,0,10839,4705,19963
ROI_0085__20190623T182921_20190623T183717_T11TPJ,0,2875,695,73099,0,31033,220,116477,0,0,0,0,0,0,0,37745
ROI_0085__20190822T182921_20190822T183216_T11TPJ,0,62,1460,123698,0,31424,263,55678,0,0,0,0,0,332,0,49227
ROI_0085__20190911T182921_20190911T183249_T11TPJ,576,5662,4313,51526,225,120728,9977,24665,0,0,0,0,231,13513,7933,22795
ROI_0085__20200602T182919_20200602T183556_T11TPJ,40566,29614,30776,161188,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0085__20200707T182921_20200707T183250_T11TPJ,0,0,1007,198880,0,4718,64,32998,0,0,0,0,0,0,79,24398
ROI_0106__20190509T152649_20190509T152958_T18LTN,1338,0,0,260806,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0106__20191220T152631_20191220T153056_T18LTN,63053,189,263,13153,9,25633,16033,108137,0,0,0,0,5983,27,0,29664
ROI_0106__20200304T152639_20200304T153356_T18LTN,195523,0,159,4084,31850,3691,1719,3695,0,0,0,0,20079,2,270,1072
ROI_0106__20200612T152639_20200612T153318_T18LTN,0,1942,0,176540,0,67162,0,16316,0,0,0,0,0,0,0,184
ROI_0106__20200617T152651_20200617T152645_T18LTN,54349,2360,0,360,21927,175418,0,7730,0,0,0,0,0,0,0,0
ROI_0120__20190302T045721_20190302T050545_T45TXE,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0120__20190829T045701_20190829T045729_T45TXE,166718,0,4104,2704,13623,0,1796,0,48582,0,1126,560,8668,0,2,14261
ROI_0120__20191008T045701_20191008T050028_T45TXE,0,998,2122,14008,0,117681,41782,46302,0,368,1907,19516,0,0,479,16981
ROI_0120__20191020T044819_20191020T044922_T45TXE,494,0,105230,312,0,0,14786,0,0,0,127684,0,79,0,9559,4000
ROI_0120__20191219T045209_20191219T045214_T45TXE,13428,18,227089,21609,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0141__20181226T141039_20181226T142041_T19FDE,207893,0,3199,51052,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0141__20190316T141049_20190316T142437_T19FDE,99573,0,70870,28124,0,0,0,0,10590,0,3923,42518,2876,0,2050,1620
ROI_0141__20190420T141051_20190420T142048_T19FDE,0,0,0,55631,0,0,68,166572,0,0,0,0,0,0,0,39873
ROI_0141__20191126T141051_20191126T142045_T19FDE,12805,0,0,3812,4271,0,0,6644,182161,0,0,13716,27996,0,0,10739
ROI_0141__20200419T141039_20200419T142040_T19FDE,149991,0,377,11745,0,0,0,0,54939,0,459,44633,0,0,0,0
