id,cm_t0_p0,cm_t0_p1,cm_t0_p2,cm_t0_p3,cm_t1_p0,cm_t1_p1,cm_t1_p2,cm_t1_p3,cm_t2_p0,cm_t2_p1,cm_t2_p2,cm_t2_p3,cm_t3_p0,cm_t3_p1,cm_t3_p2,cm_t3_p3
ROI_0001__20190212T142031_20190212T143214_T19FDF,0,3250,176742,0,0,0,0,0,0,12021,70131,0,0,0,0,0
ROI_0001__20190304T142031_20190304T142654_T19FDF,0,4994,2292,5550,0,7676,29091,2934,0,1,0,0,0,40829,4776,164001
ROI_0001__20190316T141049_20190316T142437_T19FDF,0,164,27018,50608,0,49075,87599,2249,0,0,0,0,0,2,11988,33441
ROI_0001__20190525T141059_20190525T142053_T19FDF,0,2158,109693,0,0,60030,4950,0,0,23530,35067,0,0,988,25728,0
ROI_0001__20200308T141731_20200308T143551_T19FDF,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0010__20190125T112341_20190125T112624_T28QFG,6725,2,235191,0,0,0,0,0,4,8,20214,0,0,0,0,0
ROI_0010__20190724T112121_20190724T113118_T28QFG,0,55845,16513,0,0,10877,63061,0,0,17314,48714,0,0,26548,23272,0
ROI_0010__20190813T112121_20190813T113228_T28QFG,0,24070,26286,0,0,26727,121442,0,0,0,0,0,0,7266,56353,0
ROI_0010__20190907T112119_20190907T112853_T28QFG,175346,175,86623,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0010__20190922T112111_20190922T113547_T28QFG,0,139,2924,0,0,130555,112490,0,0,0,0,0,0,53,15983,0
ROI_0011__20190130T103251_20190130T104108_T31REP,0,2458,107008,0,0,358,8216,0,0,1552,90462,0,0,0,52090,0
ROI_0011__20190306T103019_20190306T103540_T31REP,127030,20,135094,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0011__20190318T102021_20190318T102646_T31REP,0,15290,57163,0,0,46983,37287,0,0,29208,32259,0,0,0,43954,0
ROI_0011__20190517T102031_20190517T102508_T31REP,0,3172,212084,0,0,0,6828,0,0,380,33543,0,0,235,5902,0
ROI_0011__20190830T102029_20190830T102552_T31REP,0,1291,95886,0,0,0,9664,0,0,1209,101549,0,0,0,52545,0
ROI_0032__20190315T032531_20190315T033351_T49TFH,100141,0,42054,0,0,0,0,0,13090,0,96876,0,9183,0,800,0
ROI_0032__20190330T032539_20190330T033305_T49TFH,134263,1318,1309,0,10669,23665,23696,86,0,0,0,0,46004,847,7651,12636
ROI_0032__20190713T032541_20190713T033534_T49TFH,107723,19824,8900,1844,2875,63997,6263,797,0,0,0,0,9573,5632,9860,24856
ROI_0032__20190817T032539_20190817T033403_T49TFH,104946,291,56057,1312,1395,19782,28674,6691,0,0,0,0,2549,1753,38694,0
ROI_0032__20191110T032951_20191110T033139_T49TFH,247699,0,13779,666,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0044__20190327T100029_20190327T101005_T32QMM,0,32337,5210,0,0,6896,90497,0,0,0,0,0,0,16290,110914,0
ROI_0044__20190526T100039_20190526T100712_T32QMM,0,5538,7469,0,0,50149,122351,0,0,0,0,0,0,3567,73070,0
ROI_0044__20190908T100031_20190908T100836_T32QMM,0,2121,942,0,0,45855,157512,0,0,0,0,0,0,1392,54322,0
ROI_0044__20200106T100401_20200106T100404_T32QMM,74995,165,186984,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0044__20200321T100029_20200321T100458_T32QMM,138819,11554,43595,0,5441,11055,10812,0,0,0,0,0,1882,261,38725,0
ROI_0064__20181217T015619_20181217T020219_T51JVH,0,1502,102577,0,0,3028,104565,0,0,0,0,0,0,226,50246,0
ROI_0064__20190317T015619_20190317T020354_T51JVH,0,117,82093,0,0,0,0,0,0,63,179871,0,0,0,0,0
ROI_0064__20190615T015629_20190615T020446_T51JVH,0,5960,156502,0,0,68139,6439,0,0,13165,10804,0,0,242,893,0
ROI_0064__20190622T014709_20190622T015123_T51JVH,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0064__20191102T015619_20191102T020403_T51JVH,0,0,120681,0,0,4993,86776,0,0,0,0,0,0,0,49694,0
ROI_0065__20190101T142749_20190101T143756_T19HCA,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0065__20190116T142751_20190116T143701_T19HCA,0,1550,169634,2,0,21852,16739,0,0,739,16781,0,0,7498,27349,0
ROI_0065__20190404T143759_20190404T144906_T19HCA,0,5,228316,86,0,7,21270,0,0,0,0,0,0,0,12460,0
ROI_0065__20200129T143659_20200129T144449_T19HCA,0,2770,26276,3317,0,15146,158393,0,0,0,0,0,0,835,52205,3202
ROI_0065__20200410T142731_20200410T143742_T19HCA,0,2,104986,0,0,162,95174,0,0,0,0,0,0,3,61817,0
ROI_0069__20190516T151709_20190516T152114_T18LTM,0,1524,136023,0,0,40985,15810,0,0,13528,54274,0,0,0,0,0
ROI_0069__20190913T151709_20190913T152341_T18LTM,0,8471,51958,0,0,167298,34417,0,0,0,0,0,0,0,0,0
ROI_0069__20200225T151701_20200225T152133_T18LTM,59785,8,145180,38703,0,6163,1791,3051,0,0,0,0,0,1341,3411,2711
ROI_0069__20200510T151659_20200510T152614_T18LTM,389,0,261755,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0069__20200624T151711_20200624T151850_T18LTM,0,10935,97852,0,0,104334,49023,0,0,0,0,0,0,0,0,0
ROI_0079__20190120T203751_20190120T203749_T08VMM,0,179035,75743,0,0,7366,0,0,0,0,0,0,0,0,0,0
ROI_0079__20190624T202849_20190624T203750_T08VMM,0,8487,7358,0,0,55205,131443,0,0,0,4457,0,0,10535,44659,0
ROI_0079__20190706T201851_20190706T202346_T08VMM,0,39112,138181,0,0,15793,40716,0,0,0,0,0,0,2468,25874,0
ROI_0079__20200630T201851_20200630T202618_T08VMM,0,21995,52503,0,0,79967,32187,0,0,6276,1454,0,0,29593,38169,0
ROI_0079__20200725T201849_20200725T202524_T08VMM,0,6040,8665,0,0,6274,205658,0,0,0,0,0,0,576,34931,0
ROI_0085__20190623T182921_20190623T183717_T11TPJ,0,75823,846,0,0,101619,46111,0,0,0,0,0,0,36705,1040,0
ROI_0085__20190822T182921_20190822T183216_T11TPJ,0,313,124907,0,0,16342,71023,0,0,0,0,0,0,17,49542,0
ROI_0085__20190911T182921_20190911T183249_T11TPJ,0,10597,51480,0,0,86961,68634,0,0,0,0,0,0,16747,27725,0
ROI_0085__20200602T182919_20200602T183556_T11TPJ,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0085__20200707T182921_20200707T183250_T11TPJ,0,321,199566,0,0,17889,19891,0,0,0,0,0,0,600,23877,0
ROI_0106__20190509T152649_20190509T152958_T18LTN,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0106__20191220T152631_20191220T153056_T18LTN,707,0,75951,0,0,273,149539,0,0,0,0,0,0,0,35674,0
ROI_0106__20200304T152639_20200304T153356_T18LTN,66278,2197,111713,19578,2154,12646,24388,1767,0,0,0,0,4727,1672,11663,3361
ROI_0106__20200612T152639_20200612T153318_T18LTN,0,13110,16491,148881,0,54613,28053,812,0,0,0,0,0,80,1,103
ROI_0106__20200617T152651_20200617T152645_T18LTN,44593,12311,165,0,410,204651,14,0,0,0,0,0,0,0,0,0
ROI_0120__20190302T045721_20190302T050545_T45TXE,0,5,262139,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0120__20190829T045701_20190829T045729_T45TXE,0,168,173358,0,0,0,15419,0,0,0,50268,0,0,404,22527,0
ROI_0120__20191008T045701_20191008T050028_T45TXE,0,1526,15602,0,0,12711,193054,0,0,0,21791,0,0,789,16671,0
ROI_0120__20191020T044819_20191020T044922_T45TXE,0,0,106036,0,0,1756,13030,0,0,0,127684,0,0,25,13613,0
ROI_0120__20191219T045209_20191219T045214_T45TXE,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0141__20181226T141039_20181226T142041_T19FDE,14484,0,247660,0,0,0,0,0,0,0,0,0,0,0,0,0
