id,cm_t0_p0,cm_t0_p1,cm_t0_p2,cm_t0_p3,cm_t1_p0,cm_t1_p1,cm_t1_p2,cm_t1_p3,cm_t2_p0,cm_t2_p1,cm_t2_p2,cm_t2_p3,cm_t3_p0,cm_t3_p1,cm_t3_p2,cm_t3_p3
ROI_0001__20190212T142031_20190212T143214_T19FDF,101939,48826,18362,10865,0,0,0,0,42666,13082,20478,5926,0,0,0,0
ROI_0001__20190304T142031_20190304T142654_T19FDF,0,1337,3181,8318,0,736,33716,5249,0,0,1,0,0,253,7266,202087
ROI_0001__20190316T141049_20190316T142437_T19FDF,756,316,10510,66208,0,58830,46423,33670,0,0,0,0,0,26,4930,40475
ROI_0001__20190525T141059_20190525T142053_T19FDF,76729,1,32922,2199,0,20124,44856,0,0,1054,57543,0,3361,0,11511,11844
ROI_0001__20200308T141731_20200308T143551_T19FDF,0,8232,253912,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0010__20190125T112341_20190125T112624_T28QFG,17,5,241896,0,0,0,0,0,78,0,20148,0,0,0,0,0
ROI_0010__20190724T112121_20190724T113118_T28QFG,0,0,72358,0,0,53,73885,0,0,0,66028,0,0,0,49820,0
ROI_0010__20190813T112121_20190813T113228_T28QFG,10363,0,39993,0,1564,0,146605,0,0,0,0,0,388,0,63231,0
ROI_0010__20190907T112119_20190907T112853_T28QFG,63665,38012,160467,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0010__20190922T112111_20190922T113547_T28QFG,0,105,2958,0,0,40652,202393,0,0,0,0,0,279,0,15757,0
ROI_0011__20190130T103251_20190130T104108_T31REP,0,546,108920,0,0,0,8574,0,0,896,91118,0,0,0,52090,0
ROI_0011__20190306T103019_20190306T103540_T31REP,32183,8966,220995,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0011__20190318T102021_20190318T102646_T31REP,96,1122,71235,0,0,56475,27795,0,0,21323,40144,0,0,0,43954,0
ROI_0011__20190517T102031_20190517T102508_T31REP,0,0,215256,0,0,0,6828,0,0,9,33914,0,0,0,6137,0
ROI_0011__20190830T102029_20190830T102552_T31REP,0,41246,55931,0,0,9664,0,0,0,99372,3386,0,0,31268,21277,0
ROI_0032__20190315T032531_20190315T033351_T49TFH,126551,11922,3722,0,0,0,0,0,32372,19807,57787,0,9686,0,297,0
ROI_0032__20190330T032539_20190330T033305_T49TFH,133504,128,3258,0,8732,18607,30711,66,0,0,0,0,54286,130,4922,7800
ROI_0032__20190713T032541_20190713T033534_T49TFH,121654,2440,14187,10,4699,42480,26753,0,0,0,0,0,28909,558,7483,12971
ROI_0032__20190817T032539_20190817T033403_T49TFH,133204,1203,27586,613,2399,16293,37826,24,0,0,0,0,7991,319,30978,3708
ROI_0032__20191110T032951_20191110T033139_T49TFH,261961,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0044__20190327T100029_20190327T101005_T32QMM,0,4582,32965,0,0,0,97393,0,0,0,0,0,0,31,127173,0
ROI_0044__20190526T100039_20190526T100712_T32QMM,0,77,12930,0,0,43301,129183,16,0,0,0,0,0,0,76528,109
ROI_0044__20190908T100031_20190908T100836_T32QMM,0,0,3063,0,0,4,203363,0,0,0,0,0,0,0,55714,0
ROI_0044__20200106T100401_20200106T100404_T32QMM,169973,91839,332,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0044__20200321T100029_20200321T100458_T32QMM,48437,89,145442,0,387,5584,21337,0,0,0,0,0,240,0,40628,0
ROI_0064__20181217T015619_20181217T020219_T51JVH,2,3491,100586,0,0,49493,58100,0,0,0,0,0,0,2154,48318,0
ROI_0064__20190317T015619_20190317T020354_T51JVH,0,0,82210,0,0,0,0,0,0,0,179934,0,0,0,0,0
ROI_0064__20190615T015629_20190615T020446_T51JVH,9589,542,151990,341,0,45402,29176,0,0,1162,22662,145,0,48,1087,0
ROI_0064__20190622T014709_20190622T015123_T51JVH,0,260906,1238,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0064__20191102T015619_20191102T020403_T51JVH,0,46,120635,0,0,24346,67423,0,0,0,0,0,0,0,49694,0
ROI_0065__20190101T142749_20190101T143756_T19HCA,11359,122910,127875,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0065__20190116T142751_20190116T143701_T19HCA,83799,595,86792,0,6546,12416,19629,0,0,0,17520,0,5510,146,29191,0
ROI_0065__20190404T143759_20190404T144906_T19HCA,49047,4934,155169,19257,244,9086,11947,0,0,0,0,0,398,1691,8155,2216
ROI_0065__20200129T143659_20200129T144449_T19HCA,6148,0,26215,0,0,4550,168989,0,0,0,0,0,2434,80,53728,0
ROI_0065__20200410T142731_20200410T143742_T19HCA,0,0,104988,0,0,6762,88574,0,0,0,0,0,0,0,61820,0
ROI_0069__20190516T151709_20190516T152114_T18LTM,11790,0,125757,0,0,17065,39730,0,0,974,66828,0,0,0,0,0
ROI_0069__20190913T151709_20190913T152341_T18LTM,4095,142,56192,0,0,122683,79032,0,0,0,0,0,0,0,0,0
ROI_0069__20200225T151701_20200225T152133_T18LTM,242703,7,966,0,2099,3939,4967,0,0,0,0,0,3886,478,3099,0
ROI_0069__20200510T151659_20200510T152614_T18LTM,0,148746,113398,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0069__20200624T151711_20200624T151850_T18LTM,19997,68,88722,0,0,56001,97356,0,0,0,0,0,0,0,0,0
ROI_0079__20190120T203751_20190120T203749_T08VMM,0,239270,15508,0,0,7366,0,0,0,0,0,0,0,0,0,0
ROI_0079__20190624T202849_20190624T203750_T08VMM,0,6402,9443,0,0,67092,119556,0,0,1578,2879,0,0,1385,53809,0
ROI_0079__20190706T201851_20190706T202346_T08VMM,0,27280,150013,0,0,33676,22833,0,0,0,0,0,0,215,28127,0
ROI_0079__20200630T201851_20200630T202618_T08VMM,4,2796,71698,0,0,37143,75011,0,0,37,7693,0,0,13611,54151,0
ROI_0079__20200725T201849_20200725T202524_T08VMM,0,5336,9369,0,0,15607,196325,0,0,0,0,0,0,0,35507,0
ROI_0085__20190623T182921_20190623T183717_T11TPJ,0,5044,71625,0,0,54887,92843,0,0,0,0,0,0,1142,36603,0
ROI_0085__20190822T182921_20190822T183216_T11TPJ,0,55,125165,0,0,18508,68857,0,0,0,0,0,0,79,49480,0
ROI_0085__20190911T182921_20190911T183249_T11TPJ,0,2,62075,0,0,25425,130170,0,0,0,0,0,0,473,43999,0
ROI_0085__20200602T182919_20200602T183556_T11TPJ,0,261585,442,117,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0085__20200707T182921_20200707T183250_T11TPJ,0,26,199861,0,0,14495,23285,0,0,0,0,0,0,23,24454,0
ROI_0106__20190509T152649_20190509T152958_T18LTN,0,0,244164,17980,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0106__20191220T152631_20191220T153056_T18LTN,57568,0,17674,1416,0,1759,147905,148,0,0,0,0,4694,0,23271,7709
ROI_0106__20200304T152639_20200304T153356_T18LTN,199215,182,369,0,25976,9071,5908,0,0,0,0,0,20423,485,515,0
ROI_0106__20200612T152639_20200612T153318_T18LTN,15,1396,19738,157333,0,71464,11886,128,0,0,0,0,0,0,81,103
ROI_0106__20200617T152651_20200617T152645_T18LTN,38396,1109,17564,0,13,36832,168230,0,0,0,0,0,0,0,0,0
ROI_0120__20190302T045721_20190302T050545_T45TXE,2,0,262142,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0120__20190829T045701_20190829T045729_T45TXE,23385,514,149627,0,0,513,14906,0,6,68,50194,0,0,0,22931,0
ROI_0120__20191008T045701_20191008T050028_T45TXE,0,0,17128,0,0,127,205638,0,0,0,21791,0,0,0,17460,0
ROI_0120__20191020T044819_20191020T044922_T45TXE,0,33681,72355,0,0,0,14786,0,0,29018,98666,0,0,87,13551,0
ROI_0120__20191219T045209_20191219T045214_T45TXE,0,97716,164418,10,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0141__20181226T141039_20181226T142041_T19FDE,237668,12962,11514,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0141__20190316T141049_20190316T142437_T19FDE,0,88152,110415,0,0,0,0,0,0,9876,47155,0,0,2872,3674,0
ROI_0141__20190420T141051_20190420T142048_T19FDE,7753,515,22547,24816,154,20312,95833,50341,0,0,0,0,0,60,15535,24278
ROI_0141__20191126T141051_20191126T142045_T19FDE,0,3,16549,65,0,2260,8642,13,0,13,195864,0,0,0,38735,0
