id,cm_t0_p0,cm_t0_p1,cm_t0_p2,cm_t0_p3,cm_t1_p0,cm_t1_p1,cm_t1_p2,cm_t1_p3,cm_t2_p0,cm_t2_p1,cm_t2_p2,cm_t2_p3,cm_t3_p0,cm_t3_p1,cm_t3_p2,cm_t3_p3
ROI_0001__20190212T142031_20190212T143214_T19FDF,176074,27,2957,934,0,0,0,0,79517,2036,0,599,0,0,0,0
ROI_0001__20190304T142031_20190304T142654_T19FDF,5852,7,3371,3606,0,6880,25355,7466,0,0,1,0,42701,0,7022,159883
ROI_0001__20190316T141049_20190316T142437_T19FDF,39982,103,73,37632,2617,64890,6128,65288,0,0,0,0,1450,5,536,43440
ROI_0001__20190525T141059_20190525T142053_T19FDF,35451,2283,57211,16906,1,48167,502,16310,46,21271,6289,30991,1720,0,4023,20973
ROI_0001__20200308T141731_20200308T143551_T19FDF,94427,2929,164788,0,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0010__20190125T112341_20190125T112624_T28QFG,1262,240656,0,0,0,0,0,0,0,20226,0,0,0,0,0,0
ROI_0010__20190724T112121_20190724T113118_T28QFG,0,6288,66070,0,0,61123,12815,0,0,37063,28965,0,0,10962,38858,0
ROI_0010__20190813T112121_20190813T113228_T28QFG,0,132,50224,0,0,47635,96903,3631,0,0,0,0,0,472,58975,4172
ROI_0010__20190907T112119_20190907T112853_T28QFG,56827,116376,85100,3841,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0010__20190922T112111_20190922T113547_T28QFG,0,2921,142,0,0,215268,8749,19028,0,0,0,0,0,2636,2662,10738
ROI_0011__20190130T103251_20190130T104108_T31REP,0,46483,62983,0,0,7999,575,0,0,64774,27240,0,0,19842,32248,0
ROI_0011__20190306T103019_20190306T103540_T31REP,162091,86864,13173,16,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0011__20190318T102021_20190318T102646_T31REP,55863,7322,3524,5744,0,60343,0,23927,3999,36972,502,19994,1796,0,0,42158
ROI_0011__20190517T102031_20190517T102508_T31REP,0,213781,45,1430,0,6828,0,0,0,33923,0,0,0,6137,0,0
ROI_0011__20190830T102029_20190830T102552_T31REP,369,62916,33892,0,0,9664,0,0,0,102385,373,0,0,36890,15655,0
ROI_0032__20190315T032531_20190315T033351_T49TFH,70836,36544,30759,4056,0,0,0,0,1637,87981,20348,0,7464,882,1165,472
ROI_0032__20190330T032539_20190330T033305_T49TFH,83297,865,35146,17582,225,22776,31640,3475,0,0,0,0,1078,580,9054,56426
ROI_0032__20190713T032541_20190713T033534_T49TFH,97267,9342,14359,17323,754,49196,18504,5478,0,0,0,0,5512,2315,1260,40834
ROI_0032__20190817T032539_20190817T033403_T49TFH,137163,2189,2150,21104,2030,32399,7220,14893,0,0,0,0,11894,571,2947,27584
ROI_0032__20191110T032951_20191110T033139_T49TFH,261075,0,989,80,0,0,0,0,0,0,0,0,0,0,0,0
ROI_0044__20190327T100029_20190327T101005_T32QMM,0,5631,31916,0,0,84788,12605,0,0,0,0,0,0,30589,84748,11867
ROI_0044__20190526T100039_20190526T100712_T32QMM,0,0,12103,904,0,17318,149145,6037,0,0,0,0,0,0,30933,45704
ROI_0044__20190908T100031_20190908T100836_T32QMM,0,3063,0,0,0,191349,270,11748,0,0,0,0,0,7478,0,48236
