id,miou,pixel_acc,iou_clear,iou_thick_cloud,iou_thin_cloud,iou_cloud_shadow
ROI_0001__20190212T142031_20190212T143214_T19FDF,0.09422103542560677,0.2640876770019531,0.0,0.0,0.2826631062768203,
ROI_0001__20190304T142031_20190304T142654_T19FDF,0.24702689866776847,0.7737846374511719,0.0,0.08908544340386172,0.0,0.8990221512672122
ROI_0001__20190316T141049_20190316T142437_T19FDF,0.1999858305831389,0.3694801330566406,0.0,0.4733605086764938,0.0,0.32658281365606173
ROI_0001__20190525T141059_20190525T142053_T19FDF,0.19211911690629685,0.3429107666015625,0.0,0.6275315497223625,0.14094491790282498,0.0
ROI_0001__20200308T141731_20200308T143551_T19FDF,0.0,0.0,0.0,0.0,0.0,
ROI_0010__20190125T112341_20190125T112624_T28QFG,0.04638393631881559,0.06219482421875,0.0,0.0,0.13915180895644677,
ROI_0010__20190724T112121_20190724T113118_T28QFG,0.06653921504844072,0.2550163269042969,0.0,0.01334670678702775,0.2528101534067351,0.0
ROI_0010__20190813T112121_20190813T113228_T28QFG,0.0,0.0,0.0,0.0,0.0,0.0
ROI_0010__20190907T112119_20190907T112853_T28QFG,0.0,0.0,0.0,0.0,0.0,
ROI_0010__20190922T112111_20190922T113547_T28QFG,0.15657271900873823,0.5834541320800781,0.0,0.6262908760349529,0.0,0.0
ROI_0011__20190130T103251_20190130T104108_T31REP,0.08527564485262978,0.23469161987304688,0.0,0.07801077739253937,0.26309180201797977,0.0
ROI_0011__20190306T103019_20190306T103540_T31REP,0.0,0.0,0.0,,0.0,
ROI_0011__20190318T102021_20190318T102646_T31REP,0.15535775759266887,0.33635711669921875,0.0,0.4769962940673403,0.14443473630333517,0.0
ROI_0011__20190517T102031_20190517T102508_T31REP,0.04632269948232092,0.08549118041992188,0.0,0.11040714844637403,0.07488364948290965,0.0
ROI_0011__20190830T102029_20190830T102552_T31REP,0.05846072034356589,0.16030502319335938,0.0,0.07506310924696105,0.15877977212730252,0.0
ROI_0032__20190315T032531_20190315T033351_T49TFH,0.03709811795296665,0.1070098876953125,0.0,0.0,0.13730356072295552,0.011088911088911088
ROI_0032__20190330T032539_20190330T033305_T49TFH,0.18019354116114478,0.203765869140625,0.0,0.35614329216135765,0.0,0.36463087248322146
ROI_0032__20190713T032541_20190713T033534_T49TFH,0.28420600139154917,0.29498291015625,0.0,0.7239837607276839,0.0,0.41284024483851284
ROI_0032__20190817T032539_20190817T033403_T49TFH,0.011124473842453398,0.0095977783203125,0.0,0.04449789536981359,0.0,0.0
ROI_0032__20191110T032951_20191110T033139_T49TFH,0.0,0.0,0.0,,0.0,
ROI_0044__20190327T100029_20190327T101005_T32QMM,0.043793680394583194,0.07668304443359375,0.0,0.17517472157833278,0.0,0.0
ROI_0044__20190526T100039_20190526T100712_T32QMM,0.042734343802890984,0.11215972900390625,0.0,0.1697369106839859,0.0,0.0012004645275780629
ROI_0044__20190908T100031_20190908T100836_T32QMM,0.03766392007315602,0.11815261840820312,0.0,0.15065568029262408,0.0,0.0
ROI_0044__20200106T100401_20200106T100404_T32QMM,0.0,0.0,0.0,0.0,0.0,
ROI_0044__20200321T100029_20200321T100458_T32QMM,0.09148996666660497,0.04019927978515625,0.0,0.36512791991101223,0.0,0.0008319467554076539
ROI_0064__20181217T015619_20181217T020219_T51JVH,0.06441736165507073,0.10666275024414062,0.0,0.2576694466202829,0.0,0.0
ROI_0064__20190317T015619_20190317T020354_T51JVH,0.2220725241207102,0.6432380676269531,0.0,0.0,0.6662175723621306,
ROI_0064__20190615T015629_20190615T020446_T51JVH,0.18569628299644464,0.27033233642578125,0.0,0.6361142319650929,0.1066709000206857,0.0
ROI_0064__20190622T014709_20190622T015123_T51JVH,0.0,0.0,0.0,0.0,,
ROI_0064__20191102T015619_20191102T020403_T51JVH,0.06168640181265591,0.08640670776367188,0.0,0.24674560725062364,0.0,0.0
ROI_0065__20190101T142749_20190101T143756_T19HCA,0.0,0.0,0.0,0.0,0.0,
ROI_0065__20190116T142751_20190116T143701_T19HCA,0.09327929023445183,0.11769485473632812,0.0,0.3010522037572254,0.07206495718058195,0.0
ROI_0065__20190404T143759_20190404T144906_T19HCA,0.08271789869713649,0.03623199462890625,0.0,0.33087159478854594,0.0,0.0
ROI_0065__20200129T143659_20200129T144449_T19HCA,1.2965385302439221e-05,3.4332275390625e-05,0.0,5.1861541209756885e-05,0.0,0.0
ROI_0065__20200410T142731_20200410T143742_T19HCA,0.06798907872419642,0.100311279296875,0.0,0.2719563148967857,0.0,0.0
ROI_0069__20190516T151709_20190516T152114_T18LTM,0.22971343463277805,0.3437004089355469,0.0,0.41216549985521317,0.276974804043121,
